detail_url,building_name,floor,num_flats,num_blocks,bedroom,bathroom,is_studio,estate_age,posted_days_age,has_view,has_open_view,has_sea_view,has_other_view,is_renovated,is_luxury_renovated,is_single_building,isin_school_network,has_clubhouse,is_appliances_included,is_mall_nearby,has_balcony,saleable_area,rent
https://www.28hse.com/rent/residential/property-1649820,unknown,low,300.0,1.0,0.0,1.0,False,57.0,6.0,False,False,False,False,True,True,False,False,False,True,False,False,197.0,5900.0
https://www.28hse.com/rent/residential/property-1649819,瑧尚,unknown,294.0,1.0,1.0,1.0,False,0.0,6.0,True,True,False,False,True,True,True,False,False,False,False,False,319.0,15500.0
https://www.28hse.com/rent/residential/property-1649796,翰畋,high,92.0,1.0,1.0,1.0,False,2.0,6.0,True,False,True,True,False,False,False,False,True,False,False,True,268.0,13500.0
https://www.28hse.com/rent/residential/property-1627377,順昌大廈,high,26.0,1.0,2.0,1.0,False,32.0,21.0,True,True,False,True,False,False,False,False,False,False,False,False,281.0,11800.0
https://www.28hse.com/rent/residential/property-1649411,偉恆昌新村,low,2730.0,30.0,0.0,1.0,True,43.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,150.0,7000.0
https://www.28hse.com/rent/residential/property-1644453,帝庭豪園,high,300.0,4.0,2.0,1.0,False,23.0,9.0,True,True,False,False,True,True,True,True,True,False,True,False,469.0,19800.0
https://www.28hse.com/rent/residential/property-1565007,利港灣18,high,84.0,1.0,1.0,1.0,False,6.0,6.0,True,True,True,False,True,True,True,True,True,True,False,False,321.0,14000.0
https://www.28hse.com/rent/residential/property-1644943,天虹樓,high,66.0,1.0,2.0,1.0,False,45.0,9.0,True,True,False,True,False,False,True,False,False,False,False,False,315.0,10800.0
https://www.28hse.com/rent/residential/property-1648976,傲雲峰,unknown,2208.0,6.0,2.0,1.0,False,17.0,6.0,True,False,False,True,False,False,False,False,False,False,False,False,522.0,18500.0
https://www.28hse.com/rent/residential/property-1648968,傲雲峰,unknown,2208.0,6.0,2.0,1.0,False,17.0,6.0,True,False,False,True,True,False,False,False,False,False,False,False,452.0,16500.0
https://www.28hse.com/rent/residential/property-1648965,傲雲峰,unknown,2208.0,6.0,3.0,2.0,False,17.0,6.0,True,False,False,True,True,False,False,False,False,False,False,False,664.0,26000.0
https://www.28hse.com/rent/residential/property-1625363,寶馬閣,low,48.0,1.0,1.0,1.0,False,34.0,22.0,False,False,False,False,False,False,True,False,False,False,False,False,305.0,11800.0
https://www.28hse.com/rent/residential/property-1600897,unknown,low,300.0,1.0,0.0,1.0,True,17.0,7.0,True,True,False,True,True,True,False,False,False,False,False,False,105.0,4500.0
https://www.28hse.com/rent/residential/property-1630038,迎豐,unknown,300.0,1.0,0.0,1.0,True,4.0,19.0,True,False,True,False,True,True,False,False,True,False,False,True,196.0,10000.0
https://www.28hse.com/rent/residential/property-1648815,津匯,unknown,175.0,1.0,0.0,1.0,True,2.0,7.0,True,True,False,False,False,False,True,False,True,False,False,True,261.0,12000.0
https://www.28hse.com/rent/residential/property-1636881,喜點,mid,168.0,1.0,0.0,1.0,True,5.0,15.0,True,True,False,False,False,False,True,False,True,False,False,True,255.0,12000.0
https://www.28hse.com/rent/residential/property-1634971,迎豐,unknown,300.0,1.0,1.0,1.0,False,2.0,16.0,True,True,False,False,False,False,True,False,True,False,False,True,258.0,12500.0
https://www.28hse.com/rent/residential/property-1636214,unknown,mid,300.0,1.0,2.0,1.0,False,17.0,15.0,False,False,False,False,False,False,True,False,False,False,False,False,278.0,11000.0
https://www.28hse.com/rent/residential/property-1642110,unknown,mid,300.0,1.0,1.0,1.0,False,17.0,11.0,False,False,False,False,False,False,True,False,False,False,False,False,282.0,13500.0
https://www.28hse.com/rent/residential/property-1613791,迎豐,mid,300.0,1.0,0.0,1.0,True,1.0,29.0,False,False,False,False,False,False,True,False,False,False,False,False,196.0,10000.0
